ID,year,type,division,subdivision,major
1679,2013,Minor,I,5.5,Global Health Studies
1879,2013,Minor,I,5.5,Global Health Studies
2151,2013,Minor,III,1.25,German
1792,2013,Minor,III,1.25,German
61,2013,Minor,II,4.5,Geography
1121,2013,Minor,III,4,Gender and Sexuality Studies
1633,2013,Minor,III,4,Gender and Sexuality Studies
1706,2013,Minor,III,4,Gender and Sexuality Studies
1526,2013,Minor,III,1,French
1576,2013,Minor,III,1,French
1664,2013,Minor,III,1,French
1745,2013,Minor,III,1,French
1760,2013,Minor,III,1,French
1826,2013,Minor,III,1,French
2249,2013,Minor,III,1,French
2461,2013,Minor,III,1,French
2469,2013,Minor,III,1,French
3572,2013,Minor,III,1,French
1340,2013,Minor,NA,NA,Film & Media Studies
1478,2013,Minor,NA,NA,Film & Media Studies
1616,2013,Minor,NA,NA,Film & Media Studies
1983,2013,Minor,NA,NA,Film & Media Studies
2448,2013,Minor,NA,NA,Film & Media Studies
2536,2013,Minor,NA,NA,Film & Media Studies
10,2013,Minor,II,4,Environmental Policy & Culture
1372,2013,Minor,II,4,Environmental Policy & Culture
1587,2013,Minor,II,4,Environmental Policy & Culture
1594,2013,Minor,II,4,Environmental Policy & Culture
1755,2013,Minor,II,4,Environmental Policy & Culture
1871,2013,Minor,II,4,Environmental Policy & Culture
1933,2013,Minor,II,4,Environmental Policy & Culture
1942,2013,Minor,II,4,Environmental Policy & Culture
1973,2013,Minor,II,4,Environmental Policy & Culture
2131,2013,Minor,II,4,Environmental Policy & Culture
2355,2013,Minor,II,4,Environmental Policy & Culture
2385,2013,Minor,II,4,Environmental Policy & Culture
2467,2013,Minor,II,4,Environmental Policy & Culture
2358,2013,Minor,II,4,Environmental Policy & Culture
1926,2013,Minor,III,2,English
2007,2013,Minor,III,2,English
2025,2013,Minor,III,2,English
2109,2013,Minor,III,2,English
2114,2013,Minor,III,2,English
2166,2013,Minor,III,2,English
2329,2013,Minor,III,2,English
2404,2013,Minor,III,2,English
2464,2013,Minor,III,2,English
2264,2013,Minor,III,2,English
1537,2013,Minor,III,2,English
1881,2013,Minor,III,2,English
204,2013,Minor,II,2,Economics
1458,2013,Minor,II,2,Economics
1513,2013,Minor,II,2,Economics
1604,2013,Minor,II,2,Economics
1625,2013,Minor,II,2,Economics
1629,2013,Minor,II,2,Economics
1635,2013,Minor,II,2,Economics
1864,2013,Minor,II,2,Economics
1959,2013,Minor,II,2,Economics
2247,2013,Minor,II,2,Economics
2118,2013,Minor,II,2,Economics
749,2013,Minor,II,2,Economics
2100,2013,Minor,II,2,Economics
1877,2013,Minor,I,4,Earth & Planetary Sciences
1608,2013,Minor,NA,NA,Dance
2082,2013,Minor,NA,NA,Dance
2147,2013,Minor,NA,NA,Dance
1900,2013,Minor,NA,NA,Dance
2194,2013,Minor,III,2,Critical Theory
2373,2013,Minor,III,2,Critical Theory
2512,2013,Minor,III,2,Critical Theory
2270,2013,Minor,I,1,Computer Science
2492,2013,Minor,I,1,Computer Science
2539,2013,Minor,NA,NA,Composition
143,2013,Minor,NA,NA,Composition
194,2013,Minor,II,2,Cognitive Science
1549,2013,Minor,II,2,Cognitive Science
1728,2013,Minor,II,2,Cognitive Science
42,2013,Minor,III,2.5,Classics
1481,2013,Minor,III,2.5,Classics
1505,2013,Minor,III,2.5,Classics
2047,2013,Minor,III,2.5,Classics
2070,2013,Minor,III,2.5,Classics
1977,2013,Minor,III,2.5,Classics
1802,2013,Minor,III,2.5,Classical Studies
3877,2013,Minor,III,2.5,Classical Studies
1086,2013,Minor,III,1,Asian Languages and Cultures
1349,2013,Minor,III,1,Asian Languages and Cultures
1415,2013,Minor,III,1,Asian Languages and Cultures
1438,2013,Minor,III,1,Asian Languages and Cultures
1461,2013,Minor,III,1,Asian Languages and Cultures
1591,2013,Minor,III,1,Asian Languages and Cultures
1598,2013,Minor,III,1,Asian Languages and Cultures
1607,2013,Minor,III,1,Asian Languages and Cultures
1934,2013,Minor,III,1,Asian Languages and Cultures
1993,2013,Minor,III,1,Asian Languages and Cultures
2124,2013,Minor,III,1,Asian Languages and Cultures
2295,2013,Minor,III,1,Asian Languages and Cultures
2437,2013,Minor,III,1,Asian Languages and Cultures
1368,2013,Minor,III,1,Asian Languages and Cultures
1523,2013,Minor,I,3,Chemistry
1674,2013,Minor,I,3,Chemistry
1821,2013,Minor,I,3,Chemistry
1890,2013,Minor,I,3,Chemistry
1910,2013,Minor,I,3,Chemistry
2170,2013,Minor,I,3,Chemistry
2228,2013,Minor,I,3,Chemistry
1741,2013,Minor,I,3,Chemistry
31,2013,Minor,II,2,Business Institutions
35,2013,Minor,II,2,Business Institutions
38,2013,Minor,II,2,Business Institutions
56,2013,Minor,II,2,Business Institutions
121,2013,Minor,II,2,Business Institutions
173,2013,Minor,II,2,Business Institutions
195,2013,Minor,II,2,Business Institutions
426,2013,Minor,II,2,Business Institutions
999,2013,Minor,II,2,Business Institutions
1019,2013,Minor,II,2,Business Institutions
1181,2013,Minor,II,2,Business Institutions
1244,2013,Minor,II,2,Business Institutions
1370,2013,Minor,II,2,Business Institutions
1378,2013,Minor,II,2,Business Institutions
1412,2013,Minor,II,2,Business Institutions
1437,2013,Minor,II,2,Business Institutions
1441,2013,Minor,II,2,Business Institutions
1465,2013,Minor,II,2,Business Institutions
1468,2013,Minor,II,2,Business Institutions
1469,2013,Minor,II,2,Business Institutions
1472,2013,Minor,II,2,Business Institutions
1504,2013,Minor,II,2,Business Institutions
1511,2013,Minor,II,2,Business Institutions
1534,2013,Minor,II,2,Business Institutions
1539,2013,Minor,II,2,Business Institutions
1546,2013,Minor,II,2,Business Institutions
1548,2013,Minor,II,2,Business Institutions
1585,2013,Minor,II,2,Business Institutions
1592,2013,Minor,II,2,Business Institutions
1599,2013,Minor,II,2,Business Institutions
1603,2013,Minor,II,2,Business Institutions
1606,2013,Minor,II,2,Business Institutions
1612,2013,Minor,II,2,Business Institutions
1613,2013,Minor,II,2,Business Institutions
1620,2013,Minor,II,2,Business Institutions
1623,2013,Minor,II,2,Business Institutions
1626,2013,Minor,II,2,Business Institutions
1641,2013,Minor,II,2,Business Institutions
1671,2013,Minor,II,2,Business Institutions
1673,2013,Minor,II,2,Business Institutions
1678,2013,Minor,II,2,Business Institutions
1680,2013,Minor,II,2,Business Institutions
1691,2013,Minor,II,2,Business Institutions
1694,2013,Minor,II,2,Business Institutions
1700,2013,Minor,II,2,Business Institutions
1703,2013,Minor,II,2,Business Institutions
1713,2013,Minor,II,2,Business Institutions
1714,2013,Minor,II,2,Business Institutions
1722,2013,Minor,II,2,Business Institutions
1726,2013,Minor,II,2,Business Institutions
1737,2013,Minor,II,2,Business Institutions
1752,2013,Minor,II,2,Business Institutions
1764,2013,Minor,II,2,Business Institutions
1774,2013,Minor,II,2,Business Institutions
1791,2013,Minor,II,2,Business Institutions
1795,2013,Minor,II,2,Business Institutions
1798,2013,Minor,II,2,Business Institutions
1823,2013,Minor,II,2,Business Institutions
1833,2013,Minor,II,2,Business Institutions
1854,2013,Minor,II,2,Business Institutions
1888,2013,Minor,II,2,Business Institutions
1896,2013,Minor,II,2,Business Institutions
1916,2013,Minor,II,2,Business Institutions
1970,2013,Minor,II,2,Business Institutions
1971,2013,Minor,II,2,Business Institutions
1982,2013,Minor,II,2,Business Institutions
1984,2013,Minor,II,2,Business Institutions
1998,2013,Minor,II,2,Business Institutions
2013,2013,Minor,II,2,Business Institutions
2043,2013,Minor,II,2,Business Institutions
2045,2013,Minor,II,2,Business Institutions
2074,2013,Minor,II,2,Business Institutions
2080,2013,Minor,II,2,Business Institutions
2113,2013,Minor,II,2,Business Institutions
2129,2013,Minor,II,2,Business Institutions
2133,2013,Minor,II,2,Business Institutions
2134,2013,Minor,II,2,Business Institutions
2140,2013,Minor,II,2,Business Institutions
2155,2013,Minor,II,2,Business Institutions
2162,2013,Minor,II,2,Business Institutions
2171,2013,Minor,II,2,Business Institutions
2176,2013,Minor,II,2,Business Institutions
2181,2013,Minor,II,2,Business Institutions
2189,2013,Minor,II,2,Business Institutions
2216,2013,Minor,II,2,Business Institutions
2233,2013,Minor,II,2,Business Institutions
2246,2013,Minor,II,2,Business Institutions
2251,2013,Minor,II,2,Business Institutions
2257,2013,Minor,II,2,Business Institutions
2260,2013,Minor,II,2,Business Institutions
2262,2013,Minor,II,2,Business Institutions
2268,2013,Minor,II,2,Business Institutions
2276,2013,Minor,II,2,Business Institutions
2285,2013,Minor,II,2,Business Institutions
2287,2013,Minor,II,2,Business Institutions
2301,2013,Minor,II,2,Business Institutions
2342,2013,Minor,II,2,Business Institutions
2359,2013,Minor,II,2,Business Institutions
2366,2013,Minor,II,2,Business Institutions
2379,2013,Minor,II,2,Business Institutions
2395,2013,Minor,II,2,Business Institutions
2421,2013,Minor,II,2,Business Institutions
2455,2013,Minor,II,2,Business Institutions
2489,2013,Minor,II,2,Business Institutions
2497,2013,Minor,II,2,Business Institutions
2500,2013,Minor,II,2,Business Institutions
2521,2013,Minor,II,2,Business Institutions
2531,2013,Minor,II,2,Business Institutions
2556,2013,Minor,II,2,Business Institutions
2563,2013,Minor,II,2,Business Institutions
2569,2013,Minor,II,2,Business Institutions
2570,2013,Minor,II,2,Business Institutions
2623,2013,Minor,II,2,Business Institutions
2651,2013,Minor,II,2,Business Institutions
2847,2013,Minor,II,2,Business Institutions
3031,2013,Minor,II,2,Business Institutions
3829,2013,Minor,II,2,Business Institutions
3869,2013,Minor,II,2,Business Institutions
5128,2013,Minor,II,2,Business Institutions
1397,2013,Minor,II,2,Business Institutions
2200,2013,Minor,II,2,Business Institutions
2365,2013,Minor,II,2,Business Institutions
2271,2013,Minor,II,2,Business Institutions
1277,2013,Minor,II,2,Business Institutions
1918,2013,Minor,II,2,Business Institutions
2410,2013,Minor,II,2,Business Institutions
2177,2013,Minor,II,2,Business Institutions
1417,2013,Minor,II,2,Business Institutions
1512,2013,Minor,II,2,Business Institutions
1690,2013,Minor,II,2,Business Institutions
1761,2013,Minor,II,2,Business Institutions
1767,2013,Minor,II,2,Business Institutions
2904,2013,Minor,II,2,Business Institutions
1768,2013,Minor,II,2,Business Institutions
2031,2013,Minor,II,2,Business Institutions
1416,2013,Minor,II,2,Business Institutions
1740,2013,Minor,II,2,Business Institutions
1793,2013,Minor,II,2,Business Institutions
2158,2013,Minor,II,2,Business Institutions
2291,2013,Minor,II,2,Business Institutions
2340,2013,Minor,III,1.25,Business German
1783,2013,Minor,III,1.25,Business German
2488,2013,Minor,III,4,Asian Studies
1733,2013,Minor,II,6,Asian American Studies
1956,2013,Minor,II,6,Asian American Studies
2199,2013,Minor,II,6,Asian American Studies
2350,2013,Minor,II,6,Asian American Studies
1958,2013,Minor,III,1.5,Middle East & North African Studies
1444,2013,Minor,III,3.5,Art History
1480,2013,Minor,III,3.5,Art History
1861,2013,Minor,III,3.5,Art History
2121,2013,Minor,III,3.5,Art History
2258,2013,Minor,III,3.5,Art History
2552,2013,Minor,III,3.5,Art History
1583,2013,Minor,II,5,Anthropology
2000,2013,Minor,II,5,Anthropology
1498,2013,Minor,II,5,Anthropology
1545,2013,Minor,II,6,African American Studies
1893,2013,Minor,II,6,African American Studies
1941,2013,Minor,II,6,African American Studies
3473,2014,Minor,III,2,World Literature
3642,2014,Minor,III,2,World Literature
3740,2014,Minor,NA,NA,Transportation & Logistics
1183,2014,Minor,NA,NA,Theatre
3408,2014,Minor,NA,NA,Theatre
2549,2014,Minor,I,1,Statistics
2973,2014,Minor,I,1,Statistics
3280,2014,Minor,I,1,Statistics
4567,2014,Minor,I,1,Statistics
1304,2014,Minor,III,1,Spanish
1374,2014,Minor,III,1,Spanish
2700,2014,Minor,III,1,Spanish
2745,2014,Minor,III,1,Spanish
2749,2014,Minor,III,1,Spanish
2867,2014,Minor,III,1,Spanish
2892,2014,Minor,III,1,Spanish
2914,2014,Minor,III,1,Spanish
2968,2014,Minor,III,1,Spanish
2979,2014,Minor,III,1,Spanish
3019,2014,Minor,III,1,Spanish
3037,2014,Minor,III,1,Spanish
3103,2014,Minor,III,1,Spanish
3118,2014,Minor,III,1,Spanish
3130,2014,Minor,III,1,Spanish
3188,2014,Minor,III,1,Spanish
3241,2014,Minor,III,1,Spanish
3312,2014,Minor,III,1,Spanish
3345,2014,Minor,III,1,Spanish
3350,2014,Minor,III,1,Spanish
3359,2014,Minor,III,1,Spanish
3434,2014,Minor,III,1,Spanish
3451,2014,Minor,III,1,Spanish
3472,2014,Minor,III,1,Spanish
3586,2014,Minor,III,1,Spanish
3687,2014,Minor,III,1,Spanish
3689,2014,Minor,III,1,Spanish
3804,2014,Minor,III,1,Spanish
2971,2014,Minor,III,1,Spanish
2668,2014,Minor,III,1,Spanish
3013,2014,Minor,III,1,Spanish
3194,2014,Minor,III,1,Spanish
3124,2014,Minor,NA,NA,Sound Design
2763,2014,Minor,II,5,Sociology
2959,2014,Minor,II,5,Sociology
2986,2014,Minor,II,5,Sociology
3562,2014,Minor,II,5,Sociology
3567,2014,Minor,II,5,Sociology
3608,2014,Minor,II,5,Sociology
3855,2014,Minor,II,5,Sociology
2632,2014,Minor,NA,NA,Slavic Languages & Literature
2899,2014,Minor,NA,NA,Slavic Languages & Literature
2932,2014,Minor,NA,NA,Slavic Languages & Literature
3333,2014,Minor,NA,NA,Slavic Languages & Literature
3426,2014,Minor,NA,NA,Slavic Languages & Literature
2665,2014,Minor,II,4,Science in Human Culture
2752,2014,Minor,II,4,Science in Human Culture
2988,2014,Minor,II,4,Science in Human Culture
2788,2014,Minor,III,3,Religious Studies
2790,2014,Minor,III,3,Religious Studies
2816,2014,Minor,III,3,Religious Studies
3211,2014,Minor,III,3,Religious Studies
3681,2014,Minor,III,3,Religious Studies
4348,2014,Minor,III,3,Religious Studies
3253,2014,Minor,III,3,Religious Studies
3862,2014,Minor,III,3,Religious Studies
117,2014,Minor,II,2,Psychology
1938,2014,Minor,II,2,Psychology
2707,2014,Minor,II,2,Psychology
2716,2014,Minor,II,2,Psychology
2734,2014,Minor,II,2,Psychology
2766,2014,Minor,II,2,Psychology
2793,2014,Minor,II,2,Psychology
2794,2014,Minor,II,2,Psychology
2826,2014,Minor,II,2,Psychology
2859,2014,Minor,II,2,Psychology
2866,2014,Minor,II,2,Psychology
2925,2014,Minor,II,2,Psychology
2963,2014,Minor,II,2,Psychology
3059,2014,Minor,II,2,Psychology
3061,2014,Minor,II,2,Psychology
3087,2014,Minor,II,2,Psychology
3174,2014,Minor,II,2,Psychology
3320,2014,Minor,II,2,Psychology
3368,2014,Minor,II,2,Psychology
3405,2014,Minor,II,2,Psychology
3430,2014,Minor,II,2,Psychology
3431,2014,Minor,II,2,Psychology
3470,2014,Minor,II,2,Psychology
3505,2014,Minor,II,2,Psychology
3579,2014,Minor,II,2,Psychology
3628,2014,Minor,II,2,Psychology
3643,2014,Minor,II,2,Psychology
3664,2014,Minor,II,2,Psychology
3739,2014,Minor,II,2,Psychology
3756,2014,Minor,II,2,Psychology
3162,2014,Minor,II,2,Psychology
3402,2014,Minor,II,2,Psychology
3503,2014,Minor,III,1,Portuguese Lang & Lusophone Cultures
2642,2014,Minor,II,5,Political Science
2669,2014,Minor,II,5,Political Science
2792,2014,Minor,II,5,Political Science
2931,2014,Minor,II,5,Political Science
3022,2014,Minor,II,5,Political Science
3042,2014,Minor,II,5,Political Science
3089,2014,Minor,II,5,Political Science
3185,2014,Minor,II,5,Political Science
3205,2014,Minor,II,5,Political Science
3247,2014,Minor,II,5,Political Science
3305,2014,Minor,II,5,Political Science
3398,2014,Minor,II,5,Political Science
3406,2014,Minor,II,5,Political Science
3436,2014,Minor,II,5,Political Science
3625,2014,Minor,II,5,Political Science
3639,2014,Minor,II,5,Political Science
3853,2014,Minor,II,5,Political Science
3861,2014,Minor,II,5,Political Science
4289,2014,Minor,II,5,Political Science
3848,2014,Minor,II,5,Political Science
2704,2014,Minor,III,3,Philosophy
2729,2014,Minor,III,3,Philosophy
2825,2014,Minor,III,3,Philosophy
3069,2014,Minor,III,3,Philosophy
3170,2014,Minor,III,3,Philosophy
3191,2014,Minor,III,3,Philosophy
1364,2014,Minor,NA,NA,Musicology
3832,2014,Minor,NA,NA,Musicology
1902,2014,Minor,NA,NA,Musicology
2759,2014,Minor,NA,NA,Music Technology
3278,2014,Minor,NA,NA,Music Technology
2861,2014,Minor,NA,NA,Music Cognition
3235,2014,Minor,III,1.5,Middle East & North African Studies
3544,2014,Minor,III,1.5,Middle East & North African Studies
2587,2014,Minor,I,1,Mathematics
2776,2014,Minor,I,1,Mathematics
2876,2014,Minor,I,1,Mathematics
2902,2014,Minor,I,1,Mathematics
3004,2014,Minor,I,1,Mathematics
3016,2014,Minor,I,1,Mathematics
3074,2014,Minor,I,1,Mathematics
3593,2014,Minor,I,1,Mathematics
3700,2014,Minor,I,1,Mathematics
3843,2014,Minor,I,1,Mathematics
2991,2014,Minor,II,2,Linguistics
3453,2014,Minor,II,2,Linguistics
3635,2014,Minor,II,2,Linguistics
355,2014,Minor,II,5,Legal Studies
2615,2014,Minor,II,5,Legal Studies
2758,2014,Minor,II,5,Legal Studies
2868,2014,Minor,II,5,Legal Studies
2995,2014,Minor,II,5,Legal Studies
3006,2014,Minor,II,5,Legal Studies
3014,2014,Minor,II,5,Legal Studies
3084,2014,Minor,II,5,Legal Studies
3248,2014,Minor,II,5,Legal Studies
3403,2014,Minor,II,5,Legal Studies
3644,2014,Minor,II,5,Legal Studies
3765,2014,Minor,II,5,Legal Studies
3793,2014,Minor,II,5,Legal Studies
2773,2014,Minor,II,5,Legal Studies
3653,2014,Minor,III,4,Latina & Latino Studies
2760,2014,Minor,III,4,Jewish Studies
3346,2014,Minor,III,4,Jewish Studies
1991,2014,Minor,III,1,Asian Languages and Cultures
2670,2014,Minor,III,1,Asian Languages and Cultures
3713,2014,Minor,III,1,Asian Languages and Cultures
1756,2014,Minor,III,1,Italian
2730,2014,Minor,III,1,Italian
3371,2014,Minor,III,1,Italian
3511,2014,Minor,III,1,Italian
3858,2014,Minor,III,1,Italian
2610,2014,Minor,III,1,Italian
3645,2014,Minor,III,1,Italian
3326,2014,Minor,III,1,Italian
2266,2014,Minor,II,6,International Studies
3410,2014,Minor,II,6,International Studies
1963,2014,Minor,NA,NA,Human Communication Sciences
2701,2014,Minor,NA,NA,Human Communication Sciences
3452,2014,Minor,NA,NA,Human Communication Sciences
2672,2014,Minor,II,7,History
2688,2014,Minor,II,7,History
2911,2014,Minor,II,7,History
2924,2014,Minor,II,7,History
2944,2014,Minor,II,7,History
2970,2014,Minor,II,7,History
3201,2014,Minor,II,7,History
3299,2014,Minor,II,7,History
3343,2014,Minor,II,7,History
3360,2014,Minor,II,7,History
3584,2014,Minor,II,7,History
3781,2014,Minor,II,7,History
3815,2014,Minor,II,7,History
3828,2014,Minor,II,7,History
3024,2014,Minor,II,7,History
3542,2014,Minor,II,7,History
3820,2014,Minor,II,7,History
3865,2014,Minor,II,7,History
3566,2014,Minor,II,7,History
1800,2014,Minor,I,5.5,Global Health Studies
2597,2014,Minor,I,5.5,Global Health Studies
2622,2014,Minor,I,5.5,Global Health Studies
2678,2014,Minor,I,5.5,Global Health Studies
2722,2014,Minor,I,5.5,Global Health Studies
2764,2014,Minor,I,5.5,Global Health Studies
2833,2014,Minor,I,5.5,Global Health Studies
2838,2014,Minor,I,5.5,Global Health Studies
2926,2014,Minor,I,5.5,Global Health Studies
2941,2014,Minor,I,5.5,Global Health Studies
2951,2014,Minor,I,5.5,Global Health Studies
3025,2014,Minor,I,5.5,Global Health Studies
3054,2014,Minor,I,5.5,Global Health Studies
3081,2014,Minor,I,5.5,Global Health Studies
3117,2014,Minor,I,5.5,Global Health Studies
3148,2014,Minor,I,5.5,Global Health Studies
3193,2014,Minor,I,5.5,Global Health Studies
3242,2014,Minor,I,5.5,Global Health Studies
3304,2014,Minor,I,5.5,Global Health Studies
3314,2014,Minor,I,5.5,Global Health Studies
3321,2014,Minor,I,5.5,Global Health Studies
3329,2014,Minor,I,5.5,Global Health Studies
3331,2014,Minor,I,5.5,Global Health Studies
3339,2014,Minor,I,5.5,Global Health Studies
3342,2014,Minor,I,5.5,Global Health Studies
3374,2014,Minor,I,5.5,Global Health Studies
3466,2014,Minor,I,5.5,Global Health Studies
3520,2014,Minor,I,5.5,Global Health Studies
3526,2014,Minor,I,5.5,Global Health Studies
3529,2014,Minor,I,5.5,Global Health Studies
3532,2014,Minor,I,5.5,Global Health Studies
3541,2014,Minor,I,5.5,Global Health Studies
3561,2014,Minor,I,5.5,Global Health Studies
3590,2014,Minor,I,5.5,Global Health Studies
3620,2014,Minor,I,5.5,Global Health Studies
3631,2014,Minor,I,5.5,Global Health Studies
3634,2014,Minor,I,5.5,Global Health Studies
3670,2014,Minor,I,5.5,Global Health Studies
3671,2014,Minor,I,5.5,Global Health Studies
3678,2014,Minor,I,5.5,Global Health Studies
3719,2014,Minor,I,5.5,Global Health Studies
3732,2014,Minor,I,5.5,Global Health Studies
3752,2014,Minor,I,5.5,Global Health Studies
4577,2014,Minor,I,5.5,Global Health Studies
4578,2014,Minor,I,5.5,Global Health Studies
4877,2014,Minor,I,5.5,Global Health Studies
5103,2014,Minor,I,5.5,Global Health Studies
3077,2014,Minor,I,5.5,Global Health Studies
3196,2014,Minor,I,5.5,Global Health Studies
3750,2014,Minor,I,5.5,Global Health Studies
3817,2014,Minor,I,5.5,Global Health Studies
2852,2014,Minor,I,5.5,Global Health Studies
3716,2014,Minor,I,5.5,Global Health Studies
2878,2014,Minor,I,5.5,Global Health Studies
3325,2014,Minor,I,5.5,Global Health Studies
3009,2014,Minor,III,1.25,German
3500,2014,Minor,III,1.25,German
3745,2014,Minor,III,1.25,German
4081,2014,Minor,III,1.25,German
2945,2014,Minor,II,4.5,Geography
2245,2014,Minor,III,4,Gender and Sexuality Studies
2658,2014,Minor,III,4,Gender and Sexuality Studies
2954,2014,Minor,III,4,Gender and Sexuality Studies
3262,2014,Minor,III,4,Gender and Sexuality Studies
3330,2014,Minor,III,4,Gender and Sexuality Studies
3850,2014,Minor,III,4,Gender and Sexuality Studies
2984,2014,Minor,III,4,Gender and Sexuality Studies
2666,2014,Minor,III,1,French
2785,2014,Minor,III,1,French
2921,2014,Minor,III,1,French
2964,2014,Minor,III,1,French
3010,2014,Minor,III,1,French
3146,2014,Minor,III,1,French
3157,2014,Minor,III,1,French
3159,2014,Minor,III,1,French
3294,2014,Minor,III,1,French
3358,2014,Minor,III,1,French
3577,2014,Minor,III,1,French
3748,2014,Minor,III,1,French
3128,2014,Minor,III,1,French
3231,2014,Minor,III,1,French
3783,2014,Minor,III,1,French
2555,2014,Minor,NA,NA,Film & Media Studies
2781,2014,Minor,NA,NA,Film & Media Studies
2895,2014,Minor,NA,NA,Film & Media Studies
3113,2014,Minor,NA,NA,Film & Media Studies
3440,2014,Minor,NA,NA,Film & Media Studies
2806,2014,Minor,II,4,Environmental Policy & Culture
2865,2014,Minor,II,4,Environmental Policy & Culture
3251,2014,Minor,II,4,Environmental Policy & Culture
3263,2014,Minor,II,4,Environmental Policy & Culture
3285,2014,Minor,II,4,Environmental Policy & Culture
3397,2014,Minor,II,4,Environmental Policy & Culture
3469,2014,Minor,II,4,Environmental Policy & Culture
3589,2014,Minor,II,4,Environmental Policy & Culture
3604,2014,Minor,II,4,Environmental Policy & Culture
3663,2014,Minor,II,4,Environmental Policy & Culture
3784,2014,Minor,II,4,Environmental Policy & Culture
3803,2014,Minor,II,4,Environmental Policy & Culture
3771,2014,Minor,II,4,Environmental Policy & Culture
2590,2014,Minor,III,2,English
2687,2014,Minor,III,2,English
3171,2014,Minor,III,2,English
3206,2014,Minor,III,2,English
3267,2014,Minor,III,2,English
3324,2014,Minor,III,2,English
3494,2014,Minor,III,2,English
3533,2014,Minor,III,2,English
3646,2014,Minor,III,2,English
3662,2014,Minor,III,2,English
3744,2014,Minor,III,2,English
3812,2014,Minor,III,2,English
6150,2014,Minor,III,2,English
6151,2014,Minor,III,2,English
3381,2014,Minor,III,2,English
2494,2014,Minor,II,2,Economics
2660,2014,Minor,II,2,Economics
2681,2014,Minor,II,2,Economics
2682,2014,Minor,II,2,Economics
2708,2014,Minor,II,2,Economics
2915,2014,Minor,II,2,Economics
3043,2014,Minor,II,2,Economics
3224,2014,Minor,II,2,Economics
3274,2014,Minor,II,2,Economics
3318,2014,Minor,II,2,Economics
3564,2014,Minor,II,2,Economics
3619,2014,Minor,II,2,Economics
3692,2014,Minor,II,2,Economics
3766,2014,Minor,II,2,Economics
3824,2014,Minor,II,2,Economics
4398,2014,Minor,II,2,Economics
5123,2014,Minor,II,2,Economics
3186,2014,Minor,II,2,Economics
2846,2014,Minor,II,2,Economics
3665,2014,Minor,II,2,Economics
3301,2014,Minor,I,4,Earth & Planetary Sciences
3691,2014,Minor,NA,NA,Dance
2725,2014,Minor,III,2,Critical Theory
2769,2014,Minor,III,2,Critical Theory
2797,2014,Minor,I,1,Computer Science
2799,2014,Minor,I,1,Computer Science
3254,2014,Minor,I,1,Computer Science
3655,2014,Minor,I,1,Computer Science
3755,2014,Minor,I,1,Computer Science
3514,2014,Minor,II,2,Cognitive Science
3035,2014,Minor,III,2.5,Classics
3282,2014,Minor,III,2.5,Classics
3376,2014,Minor,III,2.5,Classics
3576,2014,Minor,III,2.5,Classics
3073,2014,Minor,III,2.5,Classics
1961,2014,Minor,III,2.5,Classical Studies
3419,2014,Minor,III,2.5,Classical Studies
3613,2014,Minor,III,2.5,Classical Studies
3334,2014,Minor,III,2.5,Classical Studies
3341,2014,Minor,III,2.5,Classical Studies
2827,2014,Minor,III,1,Asian Languages and Cultures
3260,2014,Minor,III,1,Asian Languages and Cultures
3293,2014,Minor,III,1,Asian Languages and Cultures
3391,2014,Minor,III,1,Asian Languages and Cultures
3591,2014,Minor,III,1,Asian Languages and Cultures
3757,2014,Minor,III,1,Asian Languages and Cultures
4609,2014,Minor,III,1,Asian Languages and Cultures
4654,2014,Minor,III,1,Asian Languages and Cultures
5091,2014,Minor,III,1,Asian Languages and Cultures
3352,2014,Minor,III,1,Asian Languages and Cultures
3369,2014,Minor,III,1,Asian Languages and Cultures
3243,2014,Minor,III,1,Asian Languages and Cultures
3220,2014,Minor,III,1,Asian Languages and Cultures
2324,2014,Minor,I,3,Chemistry
2698,2014,Minor,I,3,Chemistry
2910,2014,Minor,I,3,Chemistry
3015,2014,Minor,I,3,Chemistry
3163,2014,Minor,I,3,Chemistry
3198,2014,Minor,I,3,Chemistry
3522,2014,Minor,I,3,Chemistry
3536,2014,Minor,I,3,Chemistry
456,2014,Minor,II,2,Business Institutions
1371,2014,Minor,II,2,Business Institutions
1566,2014,Minor,II,2,Business Institutions
1636,2014,Minor,II,2,Business Institutions
2226,2014,Minor,II,2,Business Institutions
2230,2014,Minor,II,2,Business Institutions
2256,2014,Minor,II,2,Business Institutions
2344,2014,Minor,II,2,Business Institutions
2657,2014,Minor,II,2,Business Institutions
2673,2014,Minor,II,2,Business Institutions
2686,2014,Minor,II,2,Business Institutions
2774,2014,Minor,II,2,Business Institutions
2777,2014,Minor,II,2,Business Institutions
2796,2014,Minor,II,2,Business Institutions
2811,2014,Minor,II,2,Business Institutions
2832,2014,Minor,II,2,Business Institutions
2840,2014,Minor,II,2,Business Institutions
2863,2014,Minor,II,2,Business Institutions
2883,2014,Minor,II,2,Business Institutions
2903,2014,Minor,II,2,Business Institutions
2912,2014,Minor,II,2,Business Institutions
2923,2014,Minor,II,2,Business Institutions
2940,2014,Minor,II,2,Business Institutions
2946,2014,Minor,II,2,Business Institutions
2948,2014,Minor,II,2,Business Institutions
2950,2014,Minor,II,2,Business Institutions
2955,2014,Minor,II,2,Business Institutions
2967,2014,Minor,II,2,Business Institutions
2980,2014,Minor,II,2,Business Institutions
